ticker,start_equity,end_equity,num_years,total_plpc,avg_plpc,avg_vol
CSR,100000.0,121260.5621,16.0,21.2606,1.3288,3076.3705
PYN,100000.0,105353.3442,16.0,5.3533,0.3346,1701.0734
EVM,100000.0,99857.7330,16.0,-0.1423,-0.0089,4531.7164
LGVC,100000.0,100126.4082,2.0,0.1264,0.0632,29649.5611
TCS,100000.0,92605.6734,10.0,-7.3943,-0.7394,27593.6863
GEVO,100000.0,29331.5059,13.0,-70.6685,-5.4360,181071.0437
VERY,100000.0,99566.4901,4.0,-0.4335,-0.1084,11982.4375
RFL,100000.0,194763.6184,5.0,94.7636,18.9527,7006.9189
GOGO,100000.0,243740.9624,10.0,143.7410,14.3741,91646.5551
AMBC,100000.0,165100.9394,10.0,65.1009,6.5101,25625.0787
PRKS,100000.0,140400.0068,10.0,40.4000,4.0400,87044.7992
NNY,100000.0,91136.1825,16.0,-8.8638,-0.5540,2473.4264
VRSN,100000.0,107348.5450,19.0,7.3485,0.3868,124757.0008
UHT,100000.0,120585.5517,16.0,20.5856,1.2866,2998.1973
CBD,100000.0,83446.6482,17.0,-16.5534,-0.9737,43151.2057
DOUG,100000.0,86449.5277,2.0,-13.5505,-6.7752,34831.0230
PHX,100000.0,82625.1167,16.0,-17.3749,-1.0859,5776.5339
ISD,100000.0,87765.1689,11.0,-12.2348,-1.1123,9166.9817
PLMR,100000.0,149272.3225,4.0,49.2723,12.3181,10490.0114
VECO,100000.0,179405.7710,16.0,79.4058,4.9629,40025.5839
FORD,100000.0,157168.9083,16.0,57.1689,3.5731,10070.6143
MIY,100000.0,90977.2122,16.0,-9.0228,-0.5639,3572.7490
WDS,100000.0,94429.0356,1.0,-5.5710,-5.5710,27323.8864
DTF,100000.0,107612.2566,16.0,7.6123,0.4758,1929.7337
RCAT,100000.0,102923.8690,16.0,2.9239,0.1827,41580.6140
SCVL,100000.0,190886.3330,16.0,90.8863,5.6804,18711.3692
AGO,100000.0,176535.1140,17.0,76.5351,4.5021,86473.1330
L,100000.0,90145.8397,16.0,-9.8542,-0.6159,92637.4802
TLYS,100000.0,182951.7453,11.0,82.9517,7.5411,13716.2853
IIM,100000.0,107648.1461,16.0,7.6481,0.4780,8194.2795
USPH,100000.0,255317.7980,16.0,155.3178,9.7074,3981.5598
CXM,100000.0,86995.8035,2.0,-13.0042,-6.5021,57505.8402
JXJT,100000.0,97051.5271,10.0,-2.9485,-0.2948,4841.0795
PAHC,100000.0,114692.7038,9.0,14.6927,1.6325,8146.1804
AVY,100000.0,194972.9864,19.0,94.9730,4.9986,48648.9877
PCG,100000.0,76549.5304,19.0,-23.4505,-1.2342,375601.6043
ILMN,100000.0,283524.7127,19.0,183.5247,9.6592,88682.3642
MEDP,100000.0,84487.7420,7.0,-15.5123,-2.2160,16978.2028
OXBR,100000.0,112342.7900,9.0,12.3428,1.3714,39561.8239
IDN,100000.0,181586.2093,16.0,81.5862,5.0991,4697.4607
SID,100000.0,296495.4150,11.0,196.4954,17.8632,217183.7225
THCPW,100000.0,99756.2068,2.0,-0.2438,-0.1219,6195.3214
ABUS,100000.0,179804.8003,13.0,79.8048,6.1388,68142.1157
EWTX,100000.0,93066.3740,2.0,-6.9336,-3.4668,16745.1476
MNST,100000.0,179470.3439,16.0,79.4703,4.9669,584531.9582
MMV,100000.0,98299.5132,2.0,-1.7005,-0.8502,33169.9417
AYI,100000.0,133657.8664,19.0,33.6579,1.7715,27645.4368
BOKF,100000.0,175698.8768,16.0,75.6989,4.7312,9395.4949
BCDAW,100000.0,100007.9800,1.0,0.0080,0.0080,2027.3810
PAGS,100000.0,135110.6879,6.0,35.1107,5.8518,161027.2555
MNTSW,100000.0,101631.0317,4.0,1.6310,0.4078,8440.7277
GORV,100000.0,101779.1894,5.0,1.7792,0.3558,7189.0456
TEO,100000.0,100663.3543,11.0,0.6634,0.0603,12633.0871
PTWOU,100000.0,100730.3101,1.0,0.7303,0.7303,29682.9864
UNH,100000.0,162917.5544,19.0,62.9176,3.3115,303801.8761
IX,100000.0,95073.6669,16.0,-4.9263,-0.3079,2153.0901
NVST,100000.0,114356.4801,4.0,14.3565,3.5891,117688.1159
TNP,100000.0,195896.4504,16.0,95.8965,5.9935,6621.7761
WKC,100000.0,67926.7641,16.0,-32.0732,-2.0046,35944.2715
GDL,100000.0,106197.8323,16.0,6.1978,0.3874,4058.4398
SQ,100000.0,102426.5828,8.0,2.4266,0.3033,341997.4438
NCZ,100000.0,114378.9222,16.0,14.3789,0.8987,24394.7033
FMX,100000.0,69426.5024,16.0,-30.5735,-1.9108,40755.4787
LUXH,100000.0,112366.1522,16.0,12.3662,0.7729,5802.1000
CMT,100000.0,169906.3622,16.0,69.9064,4.3691,2669.1490
TSRI,100000.0,100121.5797,16.0,0.1216,0.0076,5664.2198
XFOR,100000.0,70652.9277,4.0,-29.3471,-7.3368,45069.4591
GDRX,100000.0,123169.8597,3.0,23.1699,7.7233,93358.2749
LGHLW,100000.0,99784.8386,4.0,-0.2152,-0.0538,14826.8222
FENG,100000.0,135477.0410,12.0,35.4770,2.9564,3957.2616
BFS,100000.0,125750.4787,16.0,25.7505,1.6094,3012.3147
BG,100000.0,74591.3855,17.0,-25.4086,-1.4946,80126.3749
COUR,100000.0,107718.5867,2.0,7.7186,3.8593,58852.5519
CTBI,100000.0,59084.4428,16.0,-40.9156,-2.5572,2798.5170
SEED,100000.0,235256.8978,16.0,135.2569,8.4536,5285.4426
TARO,100000.0,169950.7986,11.0,69.9508,6.3592,4124.1386
MEG,100000.0,121279.9360,3.0,21.2799,7.0933,11041.0405
GGB,100000.0,119625.0677,17.0,19.6251,1.1544,511143.6361
FNV,100000.0,193702.7698,12.0,93.7028,7.8086,34698.6162
GNSS,100000.0,114314.1097,16.0,14.3141,0.8946,6791.1950
AOSL,100000.0,173385.4334,13.0,73.3854,5.6450,8590.8353
RL,100000.0,246932.0160,19.0,146.9320,7.7333,65912.7911
AI,100000.0,76230.1213,3.0,-23.7699,-7.9233,260419.6525
PRTH,100000.0,91879.3001,7.0,-8.1207,-1.1601,4729.5158
TPVG,100000.0,123997.6223,9.0,23.9976,2.6664,10971.7476
PSNY,100000.0,100764.9911,1.0,0.7650,0.7650,95338.6621
NTRBW,100000.0,98883.0224,2.0,-1.1170,-0.5585,5853.4552
BBUC,100000.0,149819.3681,1.0,49.8194,49.8194,3351.8950
CEE,100000.0,135464.7858,16.0,35.4648,2.2165,3115.9680
SAITW,100000.0,98971.1912,2.0,-1.0288,-0.5144,2989.5629
NKSH,100000.0,107051.8673,16.0,7.0519,0.4407,1055.5992
CRMT,100000.0,170836.8275,16.0,70.8368,4.4273,4523.5217
AEIS,100000.0,138386.5073,16.0,38.3865,2.3992,22820.5021
LGL,100000.0,144372.6679,16.0,44.3727,2.7733,2001.9734
FEI,100000.0,92876.5680,11.0,-7.1234,-0.6476,13186.6146
NVRI,100000.0,146229.6775,16.0,46.2297,2.8894,38782.2812
DIN,100000.0,90739.8203,15.0,-9.2602,-0.6173,16204.8521
AIB,100000.0,99934.0260,1.0,-0.0660,-0.0660,3997.1384
NCNO,100000.0,95252.0356,3.0,-4.7480,-1.5827,39260.7452
RSSS,100000.0,97431.7501,14.0,-2.5682,-0.1834,5067.3461
HE,100000.0,150428.3087,17.0,50.4283,2.9664,39244.8697
NXN,100000.0,91280.0687,16.0,-8.7199,-0.5450,1119.0530
NNBR,100000.0,188560.3400,16.0,88.5603,5.5350,12781.8285
BKCC,100000.0,90878.2419,16.0,-9.1218,-0.5701,23863.0515
CTS,100000.0,183085.7857,16.0,83.0858,5.1929,8485.3750
ONFO,100000.0,95391.4562,1.0,-4.6085,-4.6085,28961.5303
DSKE,100000.0,190289.9969,8.0,90.2900,11.2862,22370.0325
HESM,100000.0,121467.7400,6.0,21.4677,3.5780,18783.9360
SONM,100000.0,125403.3469,4.0,25.4033,6.3508,29740.3443
INOD,100000.0,161984.7482,16.0,61.9847,3.8740,7437.9705
EGIO,100000.0,203671.1618,16.0,103.6712,6.4794,58489.4400
CELC,100000.0,106063.1856,6.0,6.0632,1.0105,4124.6134
BBVA,100000.0,74731.7299,14.0,-25.2683,-1.8049,129448.4342
CFG,100000.0,133367.9005,9.0,33.3679,3.7075,287282.2472
ACON,100000.0,91051.2131,1.0,-8.9488,-8.9488,14052.8890
FUN,100000.0,85590.2336,17.0,-14.4098,-0.8476,16096.1544
CBAY,100000.0,194254.5606,10.0,94.2546,9.4255,58117.3286
CGAU,100000.0,90962.8185,2.0,-9.0372,-4.5186,8941.2738
ECX,100000.0,99825.4646,1.0,-0.1745,-0.1745,17525.3479
LSEA,100000.0,104859.2543,5.0,4.8593,0.9719,9491.4822
IBIO,100000.0,113650.1581,15.0,13.6502,0.9100,703.6481
AAPL,100000.0,480703.2215,19.0,380.7032,20.0370,12975144.0508
NUTX,100000.0,111568.1180,1.0,11.5681,11.5681,102979.8043
NHI,100000.0,197513.6897,17.0,97.5137,5.7361,10829.8441
ARBEW,100000.0,93103.5137,2.0,-6.8965,-3.4482,4458.9876
TBLD,100000.0,100228.0332,2.0,0.2280,0.1140,6763.8324
IGIC,100000.0,99389.5438,5.0,-0.6105,-0.1221,6891.4098
FDX,100000.0,167485.0086,19.0,67.4850,3.5518,119993.5429
ALOT,100000.0,151218.5426,16.0,51.2185,3.2012,1626.1400
TIVC,100000.0,88951.6356,2.0,-11.0484,-5.5242,12023.8607
OCN,100000.0,199763.4089,16.0,99.7634,6.2352,6736.0079
OPK,100000.0,219112.1717,16.0,119.1122,7.4445,180947.2223
IFBD,100000.0,91481.5301,2.0,-8.5185,-4.2592,7011.9477
CDT,100000.0,98321.2343,1.0,-1.6788,-1.6788,17569.6097
EVLV,100000.0,124329.3436,3.0,24.3293,8.1098,40961.5626
ITRI,100000.0,105158.3475,16.0,5.1583,0.3224,24224.5571
QNCX,100000.0,89556.4520,4.0,-10.4435,-2.6109,24103.5162
REXR,100000.0,141599.5152,10.0,41.5995,4.1600,43459.5994
LBAI,100000.0,148779.6143,16.0,48.7796,3.0487,6806.2526
JEWL,100000.0,97367.6606,1.0,-2.6323,-2.6323,12348.4287
IT,100000.0,363880.3478,19.0,263.8803,13.8884,32188.7419
AQNU,100000.0,113855.4806,2.0,13.8555,6.9277,3345.5933
HAYW,100000.0,85311.6669,2.0,-14.6883,-7.3442,90108.7755
BDL,100000.0,134527.1698,16.0,34.5272,2.1579,988.6307
NEPH,100000.0,196343.7375,15.0,96.3437,6.4229,1510.3357
NCV,100000.0,164890.7415,16.0,64.8907,4.0557,23797.9471
NOAH,100000.0,100859.5434,13.0,0.8595,0.0661,17550.7804
INVO,100000.0,88369.3388,3.0,-11.6307,-3.8769,25520.5567
MIGI,100000.0,102011.1658,2.0,2.0112,1.0056,9852.3099
HYMCW,100000.0,99341.6939,3.0,-0.6583,-0.2194,20769.3737
CRVL,100000.0,144596.2417,16.0,44.5962,2.7873,3831.0762
PTA,100000.0,92578.9479,3.0,-7.4211,-2.4737,11382.4820
GFS,100000.0,78933.2800,2.0,-21.0667,-10.5334,79851.1416
CCRD,100000.0,124066.2743,16.0,24.0663,1.5041,3121.6798
MDV,100000.0,102012.3410,2.0,2.0123,1.0062,1630.2631
API,100000.0,87867.8848,3.0,-12.1321,-4.0440,42469.7194
PRDO,100000.0,175642.1700,16.0,75.6422,4.7276,51980.1890
BK,100000.0,147770.6353,16.0,47.7706,2.9857,382320.8167
KAI,100000.0,87984.6434,16.0,-12.0154,-0.7510,3665.2942
IONM,100000.0,100547.8851,2.0,0.5479,0.2739,36260.6088
SWTX,100000.0,78523.5733,4.0,-21.4764,-5.3691,28749.0947
EVTL,100000.0,103573.2706,2.0,3.5733,1.7866,31738.7431
RUSHA,100000.0,141265.9025,16.0,41.2659,2.5791,23401.4587
LMB,100000.0,104811.4396,7.0,4.8114,0.6873,4866.1112
BGB,100000.0,100176.4373,11.0,0.1764,0.0160,11879.0539
GGN,100000.0,121620.5888,16.0,21.6206,1.3513,37303.9104
CMPOW,100000.0,99875.4232,3.0,-0.1246,-0.0415,12870.1010
BCDA,100000.0,132141.9172,15.0,32.1419,2.1428,27472.5089
BTG,100000.0,200678.2657,15.0,100.6783,6.7119,271757.5471
KEYS,100000.0,161357.6716,9.0,61.3577,6.8175,61586.2490
FNWB,100000.0,104921.0888,9.0,4.9211,0.5468,2055.9427
DOYU,100000.0,90219.1286,4.0,-9.7809,-2.4452,94302.7121
NFGC,100000.0,108910.5476,2.0,8.9105,4.4553,12330.9324
ASG,100000.0,130548.1333,16.0,30.5481,1.9093,9101.3711
CISO,100000.0,91910.4964,3.0,-8.0895,-2.6965,85863.6767
ALVOW,100000.0,100750.2992,1.0,0.7503,0.7503,6185.4084
HGTY,100000.0,102980.7350,2.0,2.9807,1.4904,10304.7749
AE,100000.0,178063.5222,16.0,78.0635,4.8790,948.2683
JKS,100000.0,139227.8454,13.0,39.2278,3.0175,55419.9974
QLGN,100000.0,76087.4618,8.0,-23.9125,-2.9891,4194.4484
ACEL,100000.0,134527.3007,6.0,34.5273,5.7546,18415.4999
CTRN,100000.0,109869.1151,16.0,9.8691,0.6168,9770.3744
AYRO,100000.0,87300.5595,16.0,-12.6994,-0.7937,3772.7027
CEI,100000.0,99670.4534,15.0,-0.3295,-0.0220,33996.3262
ESS,100000.0,164027.1707,19.0,64.0272,3.3699,23460.0582
POOL,100000.0,92526.7932,19.0,-7.4732,-0.3933,20388.7688
ITI,100000.0,141337.5549,16.0,41.3376,2.5836,8021.9625
CURV,100000.0,98241.7699,2.0,-1.7582,-0.8791,21328.2629
GLQ,100000.0,114239.5916,16.0,14.2396,0.8900,4998.7726
CSWI,100000.0,100568.5141,8.0,0.5685,0.0711,3202.6942
SRZNW,100000.0,100000.7600,2.0,0.0008,0.0004,3505.7176
IREN,100000.0,91605.0768,2.0,-8.3949,-4.1975,65530.8087
HI,100000.0,194467.7991,15.0,94.4678,6.2979,18594.4265
NCNC,100000.0,102954.3744,1.0,2.9544,2.9544,59696.4957
AIN,100000.0,140646.0612,17.0,40.6461,2.3909,9846.8527
THMO,100000.0,142038.9647,16.0,42.0390,2.6274,2834.8087
AMTX,100000.0,142149.9532,16.0,42.1500,2.6344,32689.2558
CMBM,100000.0,89110.9851,4.0,-10.8890,-2.7223,9536.3181
IVZ,100000.0,126997.9165,16.0,26.9979,1.6874,260698.6384
PMF,100000.0,78434.3359,16.0,-21.5657,-1.3479,5395.1632
FTS,100000.0,95420.9777,7.0,-4.5790,-0.6541,24686.8094
AUDC,100000.0,186491.0850,16.0,86.4911,5.4057,11152.2617
QRHC,100000.0,102688.3420,14.0,2.6883,0.1920,3206.8185
JZ,100000.0,101037.1503,1.0,1.0372,1.0372,7863.2332
PHAT,100000.0,66931.5163,4.0,-33.0685,-8.2671,12379.0230
SUPN,100000.0,143442.3211,11.0,43.4423,3.9493,31122.0097
HMNF,100000.0,119951.4249,16.0,19.9514,1.2470,1132.5875
MCW,100000.0,85302.1780,2.0,-14.6978,-7.3489,78353.7888
AWH,100000.0,99236.4161,14.0,-0.7636,-0.0545,2028.2443
ARGX,100000.0,163588.7226,6.0,63.5887,10.5981,8942.2218
SLDB,100000.0,127452.0543,6.0,27.4521,4.5753,4694.8608
CULP,100000.0,126398.4447,16.0,26.3984,1.6499,3072.0728
PBLA,100000.0,113895.7439,3.0,13.8957,4.6319,3663.1645
ADM,100000.0,83991.1573,19.0,-16.0088,-0.8426,244721.9575
ESSA,100000.0,111122.8317,16.0,11.1228,0.6952,2222.9670
KRON,100000.0,122917.4762,3.0,22.9175,7.6392,15526.3321
INVZW,100000.0,96955.3759,2.0,-3.0446,-1.5223,4351.1902
ACAC,100000.0,100058.2198,1.0,0.0582,0.0582,14209.8640
RBKB,100000.0,104853.2353,5.0,4.8532,0.9706,2151.1198
VGI,100000.0,98951.0654,12.0,-1.0489,-0.0874,4011.6348
MBINO,100000.0,106612.3753,4.0,6.6124,1.6531,1581.0850
DPRO,100000.0,125793.4050,2.0,25.7934,12.8967,30602.5792
TENB,100000.0,128564.3788,5.0,28.5644,5.7129,45381.8750
RNLX,100000.0,132364.7593,3.0,32.3648,10.7883,14854.2346
BHIL,100000.0,99518.2126,2.0,-0.4818,-0.2409,43839.9172
CTVA,100000.0,132698.5030,4.0,32.6985,8.1746,208788.4174
INBK,100000.0,174504.0438,11.0,74.5040,6.7731,2291.7048
ARVN,100000.0,83852.3257,5.0,-16.1477,-3.2295,23353.7161
AXGN,100000.0,69470.8209,16.0,-30.5292,-1.9081,14885.6705
BLEUW,100000.0,99069.8865,2.0,-0.9301,-0.4651,14030.8175
OMC,100000.0,139231.4849,19.0,39.2315,2.0648,126525.3383
ISPO,100000.0,108647.4446,3.0,8.6474,2.8825,1345.3570
LECO,100000.0,225582.5895,17.0,125.5826,7.3872,23803.0622
QUIK,100000.0,189903.0175,16.0,89.9030,5.6189,2600.7915
PII,100000.0,211275.6428,17.0,111.2756,6.5456,51719.9202
HCAT,100000.0,50580.2241,4.0,-49.4198,-12.3549,30948.6404
CCU,100000.0,83117.4145,16.0,-16.8826,-1.0552,127927.4657
BFIN,100000.0,86531.6423,16.0,-13.4684,-0.8418,3150.1668
RENEU,100000.0,100678.6316,1.0,0.6786,0.6786,63617.1278
PTMN,100000.0,96159.5888,16.0,-3.8404,-0.2400,1386.0594
EWBC,100000.0,127813.0484,17.0,27.8130,1.6361,64515.7240
MHH,100000.0,121692.1476,15.0,21.6921,1.4461,3371.0328
CLOV,100000.0,106638.2232,3.0,6.6382,2.2127,500104.5237
DALN,100000.0,112374.5127,2.0,12.3745,6.1873,2296.5102
BYD,100000.0,57572.7366,17.0,-42.4273,-2.4957,93138.7097
ASTE,100000.0,97898.6425,16.0,-2.1014,-0.1313,9455.9333
FRO,100000.0,180267.4350,16.0,80.2674,5.0167,50285.6859
RBBN,100000.0,104119.6430,16.0,4.1196,0.2575,32272.0331
CAF,100000.0,112839.5139,16.0,12.8395,0.8025,11253.1489
CLBTW,100000.0,103276.6345,2.0,3.2766,1.6383,8241.2280
LPTV,100000.0,93739.1399,1.0,-6.2609,-6.2609,9697.8838
GAMC,100000.0,100427.7679,2.0,0.4278,0.2139,22178.8460
QUBT,100000.0,95172.8988,5.0,-4.8271,-0.9654,25589.4034
ELDN,100000.0,77537.8180,9.0,-22.4622,-2.4958,2593.5173
SDPI,100000.0,166273.2476,9.0,66.2732,7.3637,17543.6280
CRC,100000.0,112821.6409,3.0,12.8216,4.2739,37449.0629
RENE,100000.0,100794.8742,1.0,0.7949,0.7949,21960.2992
AMCR,100000.0,97746.6652,4.0,-2.2533,-0.5633,446026.1897
BHR,100000.0,79093.2908,10.0,-20.9067,-2.0907,22013.1543
RTX,100000.0,175530.9122,16.0,75.5309,4.7207,360050.3467
KOD,100000.0,105852.0272,5.0,5.8520,1.1704,27015.5043
DCFCW,100000.0,96744.6994,2.0,-3.2553,-1.6277,14087.7563
FSR,100000.0,94957.0114,3.0,-5.0430,-1.6810,366242.9349
UCTT,100000.0,189056.9889,16.0,89.0570,5.5661,21218.1441
EOSE,100000.0,130595.6665,3.0,30.5957,10.1986,149193.3858
EVA,100000.0,95563.4346,8.0,-4.4366,-0.5546,20516.4234
VERU,100000.0,139871.8281,14.0,39.8718,2.8480,65537.0044
BIO,100000.0,110065.5246,16.0,10.0655,0.6291,7351.5336
MXC,100000.0,148426.2578,16.0,48.4263,3.0266,6263.5837
AMBO,100000.0,100602.6471,5.0,0.6026,0.1205,3377.8801
TPZ,100000.0,98546.6660,14.0,-1.4533,-0.1038,2243.7128
GIC,100000.0,189070.3396,16.0,89.0703,5.5669,5990.3797
FFWM,100000.0,137763.2142,9.0,37.7632,4.1959,14366.1971
ETR,100000.0,74583.8701,19.0,-25.4161,-1.3377,84154.6253
CBH,100000.0,102508.5081,6.0,2.5085,0.4181,3957.5140
VTEX,100000.0,100494.8426,2.0,0.4948,0.2474,30093.1718
PHT,100000.0,82724.1887,16.0,-17.2758,-1.0797,7220.0353
HYMC,100000.0,135697.2270,5.0,35.6972,7.1394,25968.8253
SMG,100000.0,157870.1888,17.0,57.8702,3.4041,31162.5773
TRI,100000.0,87691.6171,15.0,-12.3084,-0.8206,44567.7191
TAL,100000.0,166431.6605,13.0,66.4317,5.1101,229921.5767
ATHE,100000.0,91291.6460,4.0,-8.7084,-2.1771,9713.8777
WISA,100000.0,66090.9333,5.0,-33.9091,-6.7818,36530.2480
CING,100000.0,90737.9836,2.0,-9.2620,-4.6310,13407.1322
UA,100000.0,130460.4343,7.0,30.4604,4.3515,167328.8841
WPRT,100000.0,152557.8631,15.0,52.5579,3.5039,5673.1572
ATAI,100000.0,104101.0554,2.0,4.1011,2.0505,43400.4059
SITE,100000.0,192217.0040,7.0,92.2170,13.1739,18817.8007
NVO,100000.0,115248.9093,16.0,15.2489,0.9531,137255.4299
WMS,100000.0,227875.8258,9.0,127.8758,14.2084,24654.3726
SLGL,100000.0,130729.1000,6.0,30.7291,5.1215,2988.7781
MYNZ,100000.0,96321.1724,2.0,-3.6788,-1.8394,8894.8883
IZEA,100000.0,143442.7680,12.0,43.4428,3.6202,19375.4858
SWN,100000.0,143822.3719,19.0,43.8224,2.3064,620733.9355
OTTR,100000.0,143170.1653,16.0,43.1702,2.6981,7825.4645
PAX,100000.0,88178.4208,3.0,-11.8216,-3.9405,16835.0411
ASMB,100000.0,105442.5998,13.0,5.4426,0.4187,1471.0682
AEP,100000.0,67596.0563,19.0,-32.4039,-1.7055,164220.9099
ROL,100000.0,74557.7696,19.0,-25.4422,-1.3391,76535.0420
TOMZ,100000.0,102953.7803,3.0,2.9538,0.9846,22307.7515
HURC,100000.0,81398.7892,16.0,-18.6012,-1.1626,2492.8664
MCAC,100000.0,100000.0000,1.0,0.0000,0.0000,22785.2706
PCK,100000.0,116941.2666,16.0,16.9413,1.0588,5633.0668
CZR,100000.0,177053.5734,9.0,77.0536,8.5615,95203.5146
CDXS,100000.0,119741.7719,13.0,19.7418,1.5186,20056.2986
SRPT,100000.0,178937.2474,16.0,78.9372,4.9336,64109.4803
HHGCW,100000.0,98800.3401,2.0,-1.1997,-0.5998,4292.6676
DSGX,100000.0,111494.1432,17.0,11.4941,0.6761,4200.5245
RAMP,100000.0,177312.3416,5.0,77.3123,15.4625,36301.4988
ALSN,100000.0,155901.7309,11.0,55.9017,5.0820,65163.6236
O,100000.0,93536.3533,12.0,-6.4636,-0.5386,118913.6341
INCY,100000.0,241331.6622,19.0,141.3317,7.4385,84890.2363
JILL,100000.0,132582.6586,6.0,32.5827,5.4304,9214.6008
ETON,100000.0,84731.4119,5.0,-15.2686,-3.0537,11584.0876
LAKE,100000.0,139364.2032,16.0,39.3642,2.4603,12516.3433
AGL,100000.0,86196.4949,2.0,-13.8035,-6.9018,138812.2236
THO,100000.0,68140.8690,17.0,-31.8591,-1.8741,37765.4629
AFRIW,100000.0,106709.7067,1.0,6.7097,6.7097,6803.3967
DTE,100000.0,156363.3235,19.0,56.3633,2.9665,73266.8468
ATRC,100000.0,197380.3738,16.0,97.3804,6.0863,11090.1732
ATI,100000.0,201032.3209,19.0,101.0323,5.3175,116752.9157
NEE,100000.0,99546.2149,16.0,-0.4538,-0.0284,464652.3029
MEDS,100000.0,115313.9515,4.0,15.3140,3.8285,7032.3408
MCRI,100000.0,205812.8526,16.0,105.8129,6.6133,4419.5614
CIX,100000.0,83646.3818,16.0,-16.3536,-1.0221,1036.4992
LKQ,100000.0,242673.1364,16.0,142.6731,8.9171,115670.5156
ONB,100000.0,74924.1828,17.0,-25.0758,-1.4750,57147.3205
ADNWW,100000.0,104600.5488,5.0,4.6005,0.9201,18186.4440
ACST,100000.0,93325.3743,11.0,-6.6746,-0.6068,4295.4106
CRAI,100000.0,96447.4636,16.0,-3.5525,-0.2220,3523.6056
NTRS,100000.0,123159.5581,14.0,23.1596,1.6543,76873.6042
UPWK,100000.0,128642.8794,5.0,28.6429,5.7286,76614.5673
HQL,100000.0,97552.5317,16.0,-2.4475,-0.1530,5358.1699
MMYT,100000.0,72941.0449,13.0,-27.0590,-2.0815,18929.2879
HNVR,100000.0,98436.5483,1.0,-1.5635,-1.5635,1291.1169
HBI,100000.0,163347.0805,17.0,63.3471,3.7263,298935.2443
COSM,100000.0,102364.1816,11.0,2.3642,0.2149,37789.4659
DX,100000.0,103235.9903,16.0,3.2360,0.2022,16205.6970
TREX,100000.0,177305.5550,14.0,77.3056,5.5218,79446.2085
GIL,100000.0,189243.8669,17.0,89.2439,5.2496,60343.5703
GOGL,100000.0,138790.0004,16.0,38.7900,2.4244,26268.0796
CVRX,100000.0,97001.3402,2.0,-2.9987,-1.4993,7931.9412
WFC,100000.0,51885.9916,19.0,-48.1140,-2.5323,1175156.2338
MXL,100000.0,134518.0567,13.0,34.5181,2.6552,29736.2453
MT,100000.0,56753.2769,17.0,-43.2467,-2.5439,118902.5994
EVN,100000.0,141989.3443,16.0,41.9893,2.6243,5695.6954
AUPH,100000.0,108425.5051,10.0,8.4255,0.8426,98052.2670
ALKT,100000.0,96205.4076,2.0,-3.7946,-1.8973,17097.7987
OGN,100000.0,85487.4145,2.0,-14.5126,-7.2563,129521.7842
SABR,100000.0,90687.4590,9.0,-9.3125,-1.0347,229384.9501
TAC,100000.0,176898.7173,16.0,76.8987,4.8062,9335.4586
SLNO,100000.0,91423.9307,9.0,-8.5761,-0.9529,7923.8997
GLSI,100000.0,111572.3786,3.0,11.5724,3.8575,10011.8949
BSTZ,100000.0,84527.7011,4.0,-15.4723,-3.8681,15975.4893
FBK,100000.0,79636.2313,7.0,-20.3638,-2.9091,6871.5728
RMCF,100000.0,126642.8734,16.0,26.6429,1.6652,1587.9852
ULTA,100000.0,183483.9967,16.0,83.4840,5.2177,42539.9627
VMD,100000.0,92145.5623,4.0,-7.8544,-1.9636,9809.4433
JEQ,100000.0,107535.4625,16.0,7.5355,0.4710,3564.7248
NMT,100000.0,94805.4483,16.0,-5.1946,-0.3247,1704.1665
RELY,100000.0,120411.9642,2.0,20.4120,10.2060,65180.3309
KMX,100000.0,153876.2979,19.0,53.8763,2.8356,129227.4236
NVGS,100000.0,90602.6339,10.0,-9.3974,-0.9397,12632.4218
AMRK,100000.0,140205.0455,9.0,40.2050,4.4672,6900.0896
FIVE,100000.0,181697.9291,11.0,81.6979,7.4271,53112.5164
TKNO,100000.0,106099.4755,2.0,6.0995,3.0497,4734.5249
VLY,100000.0,114704.4897,17.0,14.7045,0.8650,115398.3966
CCZ,100000.0,101951.7997,5.0,1.9518,0.3904,4796.0670
PZC,100000.0,125249.5233,16.0,25.2495,1.5781,4261.9363
SQNS,100000.0,74474.6238,12.0,-25.5254,-2.1271,7317.4354
FHLT,100000.0,100019.9751,2.0,0.0200,0.0100,9013.1250
CARR,100000.0,119780.4270,3.0,19.7804,6.5935,249706.6008
GLPG,100000.0,109875.7805,8.0,9.8758,1.2345,7778.1391
AMN,100000.0,181364.4370,16.0,81.3644,5.0853,26096.2592
AMPX,100000.0,78996.0277,1.0,-21.0040,-21.0040,33537.6794
LI,100000.0,136815.4286,3.0,36.8154,12.2718,320288.9286
FIGS,100000.0,100457.6811,2.0,0.4577,0.2288,143672.3741
PGEN,100000.0,149574.5520,10.0,49.5746,4.9575,77015.6136
DMB,100000.0,105616.7681,10.0,5.6168,0.5617,4779.9145
NOG,100000.0,83780.7269,15.0,-16.2193,-1.0813,22044.5208
NVVE,100000.0,90626.5245,3.0,-9.3735,-3.1245,3467.5996
RGR,100000.0,133028.7404,16.0,33.0287,2.0643,15818.2147
NNDM,100000.0,81805.2875,7.0,-18.1947,-2.5992,186518.7560
FRPH,100000.0,138423.6000,16.0,38.4236,2.4015,1266.3935
CRL,100000.0,107145.5199,17.0,7.1455,0.4203,34514.3080
